Query_ID,Database,Difficulty,Outcome,Attempts,Total_Latency_Seconds
64,dog_kennels,easy,SUCCESS,1,4.36
65,world_1,easy,SUCCESS,1,4.06
66,student_transcripts_tracking,easy,SUCCESS,1,11.53
67,student_transcripts_tracking,easy,SUCCESS,1,1.22
68,cre_Doc_Template_Mgt,easy,UNANSWERABLE,2,8.37
69,cre_Doc_Template_Mgt,easy,SUCCESS,1,1.74
70,tvshow,easy,SUCCESS,2,11.43
71,cre_Doc_Template_Mgt,easy,SUCCESS,1,2.97
72,wta_1,easy,SUCCESS,1,4.53
73,world_1,easy,UNANSWERABLE,2,7.96
74,world_1,easy,FAILED_RETRY_LIMIT,3,14.87
75,course_teach,easy,SUCCESS,1,2.02
76,cre_Doc_Template_Mgt,easy,SUCCESS,1,3.81
77,museum_visit,easy,SUCCESS,1,3.07
78,dog_kennels,easy,SUCCESS,1,5.49
79,battle_death,easy,SUCCESS,1,3.5
80,student_transcripts_tracking,easy,SUCCESS,1,8.38
81,real_estate_properties,easy,SUCCESS,1,5.89
82,student_transcripts_tracking,easy,FAILED_RETRY_LIMIT,3,19.98
83,battle_death,easy,SUCCESS,1,4.18
84,concert_singer,easy,SUCCESS,1,4.01
85,flight_2,easy,SUCCESS,1,2.53
86,cre_Doc_Template_Mgt,easy,UNANSWERABLE,2,7.08
87,orchestra,easy,UNANSWERABLE,2,5.72
88,student_transcripts_tracking,easy,SUCCESS,1,7.57
89,flight_2,easy,SUCCESS,1,2.27
90,employee_hire_evaluation,easy,SUCCESS,1,2.47
91,cre_Doc_Template_Mgt,easy,UNANSWERABLE,2,7.88
92,tvshow,easy,UNANSWERABLE,2,7.44
93,car_1,easy,SUCCESS,1,3.7
94,network_1,easy,SUCCESS,1,4.09
95,cre_Doc_Template_Mgt,easy,SUCCESS,1,2.72
96,car_1,easy,SUCCESS,1,3.39
97,flight_2,easy,SUCCESS,1,2.66
98,tvshow,easy,SUCCESS,1,3.75
99,flight_2,easy,SUCCESS,1,2.69
100,student_transcripts_tracking,easy,UNANSWERABLE,2,11.19
101,tvshow,easy,SUCCESS,1,3.98
102,flight_2,easy,SUCCESS,1,2.41
103,student_transcripts_tracking,easy,SUCCESS,1,8.62
104,flight_2,easy,SUCCESS,1,2.67
105,employee_hire_evaluation,easy,SUCCESS,1,2.79
106,dog_kennels,easy,UNANSWERABLE,2,9.81
107,student_transcripts_tracking,easy,SUCCESS,2,13.76
108,flight_2,easy,SUCCESS,1,2.95
109,voter_1,easy,SUCCESS,1,3.93
110,world_1,easy,UNANSWERABLE,2,11.1
111,dog_kennels,easy,SUCCESS,1,7.1
112,battle_death,easy,SUCCESS,1,2.76
113,tvshow,easy,SUCCESS,1,4.1
114,world_1,easy,SUCCESS,1,4.27
115,concert_singer,easy,SUCCESS,1,3.91
116,world_1,easy,SUCCESS,1,4.99
117,cre_Doc_Template_Mgt,easy,UNANSWERABLE,2,8.03
118,concert_singer,easy,SUCCESS,1,3.19
119,battle_death,easy,SUCCESS,3,11.93
120,battle_death,easy,SUCCESS,3,12.41
121,course_teach,easy,SUCCESS,1,2.22
122,world_1,easy,SUCCESS,1,6.11
123,flight_2,easy,SUCCESS,1,2.53
124,student_transcripts_tracking,easy,SUCCESS,1,7.44
125,tvshow,easy,SUCCESS,1,4.01
126,orchestra,medium,SUCCESS,1,4.67
127,orchestra,medium,SUCCESS,1,0.85
128,tvshow,medium,UNANSWERABLE,2,8.48
129,dog_kennels,medium,UNANSWERABLE,2,9.11
130,poker_player,medium,SUCCESS,1,3.5
131,orchestra,medium,SUCCESS,1,5.32
132,world_1,medium,UNANSWERABLE,2,7.56
133,wta_1,medium,UNANSWERABLE,2,10.3
134,poker_player,medium,SUCCESS,1,3.07
135,wta_1,medium,SUCCESS,1,6.82
136,student_transcripts_tracking,medium,SUCCESS,1,9.91
137,orchestra,medium,SUCCESS,1,3.64
138,orchestra,medium,SUCCESS,1,3.61
139,tvshow,medium,SUCCESS,1,6.14
140,flight_2,medium,SUCCESS,1,2.92
141,singer,medium,SUCCESS,1,2.56
142,pets_1,medium,SUCCESS,1,5.12
143,student_transcripts_tracking,medium,FAILED_RETRY_LIMIT,3,30.91
144,world_1,medium,SUCCESS,1,5.84
145,dog_kennels,medium,FAILED_RETRY_LIMIT,3,17.35
146,world_1,medium,SUCCESS,1,4.71
147,wta_1,medium,SUCCESS,2,11.73
148,pets_1,medium,SUCCESS,1,2.69
149,flight_2,medium,SUCCESS,1,4.31
150,world_1,medium,SUCCESS,2,10.32
151,employee_hire_evaluation,medium,UNANSWERABLE,2,8.32
152,battle_death,medium,SUCCESS,1,3.26
153,wta_1,medium,SUCCESS,1,8.13
154,world_1,medium,UNANSWERABLE,2,7.37
155,pets_1,medium,UNANSWERABLE,2,7.07
156,flight_2,medium,UNANSWERABLE,2,6.13
157,car_1,medium,SUCCESS,1,3.54
158,poker_player,medium,SUCCESS,1,2.78
159,world_1,medium,SUCCESS,1,4.86
160,museum_visit,medium,SUCCESS,1,3.74
161,pets_1,medium,SUCCESS,1,6.01
162,car_1,medium,UNANSWERABLE,2,7.3
163,tvshow,medium,SUCCESS,1,5.99
164,cre_Doc_Template_Mgt,medium,UNANSWERABLE,2,7.23
165,network_1,medium,SUCCESS,1,2.58
166,network_1,medium,SUCCESS,1,2.81
167,student_transcripts_tracking,medium,SUCCESS,1,9.45
168,network_1,medium,SUCCESS,1,2.61
169,wta_1,medium,SUCCESS,1,5.23
170,wta_1,medium,SUCCESS,1,1.59
171,pets_1,medium,UNANSWERABLE,2,4.7
172,student_transcripts_tracking,medium,SUCCESS,1,9.13
173,network_1,medium,SUCCESS,1,3.02
174,tvshow,medium,SUCCESS,1,3.19
175,cre_Doc_Template_Mgt,medium,SUCCESS,2,20.16
176,flight_2,medium,SUCCESS,1,3.11
177,concert_singer,medium,FAILED_RETRY_LIMIT,3,24.91
178,orchestra,medium,SUCCESS,1,4.33
179,tvshow,medium,UNANSWERABLE,2,8.0
180,flight_2,medium,SUCCESS,1,5.35
181,pets_1,medium,SUCCESS,1,3.1
182,dog_kennels,medium,SUCCESS,1,6.9
183,cre_Doc_Template_Mgt,medium,SUCCESS,1,3.81
184,world_1,medium,UNANSWERABLE,2,5.83
185,orchestra,medium,SUCCESS,1,5.18
186,flight_2,medium,SUCCESS,1,2.94
187,employee_hire_evaluation,medium,SUCCESS,1,2.69
188,dog_kennels,medium,FAILED_RETRY_LIMIT,3,24.67
189,cre_Doc_Template_Mgt,medium,UNANSWERABLE,2,8.91
190,dog_kennels,medium,SUCCESS,1,8.94
191,pets_1,medium,UNANSWERABLE,2,8.6
192,museum_visit,medium,SUCCESS,1,3.82
193,world_1,medium,SUCCESS,1,6.1
194,poker_player,medium,UNANSWERABLE,1,1.66
195,wta_1,medium,UNANSWERABLE,2,9.82
196,poker_player,medium,SUCCESS,1,3.35
197,wta_1,medium,FAILED_RETRY_LIMIT,3,17.87
198,pets_1,medium,SUCCESS,1,3.45
199,wta_1,medium,UNANSWERABLE,2,8.29
200,tvshow,medium,SUCCESS,1,5.51
201,real_estate_properties,medium,UNANSWERABLE,2,10.57
202,cre_Doc_Template_Mgt,medium,SUCCESS,1,5.35
203,battle_death,medium,SUCCESS,1,5.71
204,concert_singer,medium,SUCCESS,1,3.51
205,concert_singer,medium,UNANSWERABLE,2,6.38
206,pets_1,medium,UNANSWERABLE,2,5.91
207,pets_1,medium,SUCCESS,1,2.26
208,world_1,medium,SUCCESS,1,6.14
209,world_1,medium,SUCCESS,2,6.8
210,car_1,medium,FAILED_RETRY_LIMIT,3,15.18
211,student_transcripts_tracking,medium,FAILED_RETRY_LIMIT,3,25.52
212,car_1,medium,UNANSWERABLE,2,9.66
213,dog_kennels,medium,SUCCESS,1,7.54
214,employee_hire_evaluation,medium,UNANSWERABLE,2,5.26
215,world_1,medium,UNANSWERABLE,2,9.55
216,poker_player,medium,SUCCESS,1,5.03
217,student_transcripts_tracking,medium,SUCCESS,1,8.88
218,world_1,medium,UNANSWERABLE,2,8.41
219,student_transcripts_tracking,medium,SUCCESS,1,9.91
220,pets_1,medium,FAILED_RETRY_LIMIT,3,10.42
221,world_1,medium,SUCCESS,1,4.05
222,world_1,medium,UNANSWERABLE,2,4.82
223,tvshow,medium,SUCCESS,1,4.23
224,tvshow,medium,SUCCESS,3,9.63
225,singer,medium,SUCCESS,1,3.15
226,course_teach,medium,UNANSWERABLE,2,6.48
227,poker_player,medium,SUCCESS,1,3.29
228,dog_kennels,medium,SUCCESS,2,20.32
229,world_1,medium,SUCCESS,1,6.11
230,wta_1,medium,SUCCESS,2,13.67
231,employee_hire_evaluation,medium,SUCCESS,3,19.47
232,employee_hire_evaluation,medium,SUCCESS,1,1.71
233,course_teach,medium,UNANSWERABLE,2,5.87
234,flight_2,medium,SUCCESS,1,4.42
235,world_1,medium,SUCCESS,2,12.52
236,car_1,medium,FAILED_RETRY_LIMIT,3,12.8
237,wta_1,medium,FAILED_RETRY_LIMIT,3,12.79
238,dog_kennels,medium,SUCCESS,2,10.57
239,course_teach,medium,UNANSWERABLE,2,6.24
240,employee_hire_evaluation,medium,SUCCESS,1,3.37
241,poker_player,medium,SUCCESS,1,4.72
242,world_1,medium,SUCCESS,1,5.34
243,employee_hire_evaluation,medium,UNANSWERABLE,2,7.3
244,tvshow,medium,UNANSWERABLE,2,8.08
245,orchestra,medium,SUCCESS,1,4.38
246,wta_1,medium,SUCCESS,1,6.24
247,cre_Doc_Template_Mgt,medium,UNANSWERABLE,2,5.98
248,cre_Doc_Template_Mgt,medium,SUCCESS,1,3.75
249,world_1,medium,SUCCESS,2,10.79
250,poker_player,medium,SUCCESS,1,3.42
251,car_1,hard,UNANSWERABLE,2,8.52
252,course_teach,hard,SUCCESS,1,4.64
253,wta_1,hard,SUCCESS,1,5.94
254,poker_player,hard,UNANSWERABLE,2,7.13
255,cre_Doc_Template_Mgt,hard,UNANSWERABLE,2,6.73
256,flight_2,hard,SUCCESS,1,3.48
257,singer,hard,SUCCESS,1,4.63
258,course_teach,hard,FAILED_RETRY_LIMIT,3,12.3
259,real_estate_properties,hard,UNANSWERABLE,2,11.7
260,world_1,hard,SUCCESS,1,4.63
261,tvshow,hard,FAILED_RETRY_LIMIT,3,24.43
262,world_1,hard,SUCCESS,2,10.97
263,world_1,hard,UNANSWERABLE,2,5.45
264,car_1,hard,SUCCESS,1,4.86
265,orchestra,hard,SUCCESS,1,4.81
266,wta_1,hard,SUCCESS,1,8.77
267,cre_Doc_Template_Mgt,hard,SUCCESS,1,5.46
268,car_1,hard,UNANSWERABLE,2,9.53
269,pets_1,hard,SUCCESS,1,6.58
270,car_1,hard,UNANSWERABLE,2,9.24
271,tvshow,hard,SUCCESS,1,6.11
272,car_1,hard,UNANSWERABLE,2,8.66
273,poker_player,hard,SUCCESS,1,3.35
274,wta_1,hard,SUCCESS,1,5.62
275,concert_singer,hard,SUCCESS,1,3.94
276,cre_Doc_Template_Mgt,hard,UNANSWERABLE,2,7.57
277,orchestra,hard,SUCCESS,1,6.17
278,poker_player,hard,SUCCESS,2,9.13
279,poker_player,hard,UNANSWERABLE,2,5.22
280,cre_Doc_Template_Mgt,hard,SUCCESS,1,7.28
281,orchestra,hard,UNANSWERABLE,2,5.91
282,car_1,hard,UNANSWERABLE,2,9.72
283,car_1,hard,FAILED_RETRY_LIMIT,3,12.03
284,network_1,hard,SUCCESS,1,4.09
285,car_1,hard,UNANSWERABLE,2,8.19
286,employee_hire_evaluation,hard,UNANSWERABLE,2,7.36
287,course_teach,hard,SUCCESS,2,9.52
288,world_1,hard,UNANSWERABLE,2,10.37
289,car_1,hard,FAILED_RETRY_LIMIT,3,14.03
290,concert_singer,hard,SUCCESS,1,5.41
291,dog_kennels,hard,UNANSWERABLE,2,10.14
292,network_1,hard,SUCCESS,1,2.81
293,world_1,hard,UNANSWERABLE,2,7.65
294,poker_player,hard,SUCCESS,1,2.92
295,cre_Doc_Template_Mgt,hard,SUCCESS,1,6.36
296,pets_1,hard,SUCCESS,1,6.46
297,wta_1,hard,SUCCESS,1,5.87
298,network_1,hard,UNANSWERABLE,2,5.94
299,world_1,hard,UNANSWERABLE,2,7.67
300,network_1,hard,SUCCESS,1,3.59
301,world_1,hard,SUCCESS,1,6.63
302,tvshow,hard,SUCCESS,1,5.71
303,world_1,hard,FAILED_RETRY_LIMIT,3,16.67
304,orchestra,hard,SUCCESS,1,4.83
305,car_1,hard,SUCCESS,1,6.41
306,tvshow,hard,SUCCESS,1,6.51
307,wta_1,hard,UNANSWERABLE,2,9.03
308,car_1,hard,SUCCESS,1,6.96
309,poker_player,hard,UNANSWERABLE,2,6.97
310,wta_1,hard,SUCCESS,1,8.35
311,network_1,hard,SUCCESS,1,4.31
312,car_1,hard,UNANSWERABLE,2,7.62
313,network_1,hard,UNANSWERABLE,1,1.96
314,car_1,hard,UNANSWERABLE,2,8.7
315,concert_singer,hard,SUCCESS,2,16.41
316,wta_1,hard,FAILED_RETRY_LIMIT,3,21.17
317,car_1,hard,FAILED_RETRY_LIMIT,3,14.51
318,tvshow,hard,SUCCESS,1,5.52
319,wta_1,hard,SUCCESS,1,6.23
320,employee_hire_evaluation,hard,SUCCESS,1,6.03
321,poker_player,hard,FAILED_RETRY_LIMIT,3,13.59
322,wta_1,hard,UNANSWERABLE,2,9.8
323,orchestra,hard,SUCCESS,1,6.26
324,world_1,hard,UNANSWERABLE,1,3.93
325,car_1,hard,FAILED_RETRY_LIMIT,3,14.48
326,cre_Doc_Template_Mgt,hard,SUCCESS,1,6.1
327,pets_1,hard,SUCCESS,1,5.8
328,employee_hire_evaluation,hard,SUCCESS,1,3.85
329,world_1,hard,UNANSWERABLE,2,10.86
330,poker_player,hard,UNANSWERABLE,2,4.66
331,wta_1,hard,FAILED_RETRY_LIMIT,3,24.77
332,employee_hire_evaluation,hard,UNANSWERABLE,2,10.46
333,flight_2,hard,SUCCESS,1,4.19
334,singer,hard,SUCCESS,2,8.08
335,car_1,hard,FAILED_RETRY_LIMIT,3,16.38
336,cre_Doc_Template_Mgt,hard,UNANSWERABLE,2,7.3
337,world_1,hard,UNANSWERABLE,2,7.6
338,concert_singer,hard,SUCCESS,1,6.86
339,car_1,hard,UNANSWERABLE,2,8.12
340,cre_Doc_Template_Mgt,hard,SUCCESS,1,9.73
341,world_1,hard,SUCCESS,1,7.02
342,cre_Doc_Template_Mgt,hard,SUCCESS,1,8.18
343,car_1,hard,FAILED_RETRY_LIMIT,3,14.92
344,dog_kennels,hard,SUCCESS,1,8.39
345,cre_Doc_Template_Mgt,hard,SUCCESS,1,6.69
346,pets_1,hard,SUCCESS,1,5.2
347,singer,hard,SUCCESS,1,2.72
348,course_teach,hard,SUCCESS,1,4.7
349,car_1,hard,UNANSWERABLE,2,7.9
350,museum_visit,hard,FAILED_RETRY_LIMIT,3,25.92
351,orchestra,hard,UNANSWERABLE,2,8.59
352,world_1,hard,SUCCESS,1,7.7
353,car_1,hard,FAILED_RETRY_LIMIT,3,14.23
354,cre_Doc_Template_Mgt,hard,SUCCESS,1,5.47
355,course_teach,hard,SUCCESS,1,4.89
356,cre_Doc_Template_Mgt,hard,SUCCESS,1,6.26
357,concert_singer,hard,SUCCESS,1,6.59
358,car_1,hard,UNANSWERABLE,2,8.17
359,singer,hard,UNANSWERABLE,2,8.28
360,car_1,hard,FAILED_RETRY_LIMIT,3,21.08
361,car_1,hard,UNANSWERABLE,2,7.08
362,dog_kennels,hard,SUCCESS,1,8.12
363,cre_Doc_Template_Mgt,hard,SUCCESS,1,5.39
364,wta_1,hard,FAILED_RETRY_LIMIT,3,22.88
365,concert_singer,hard,SUCCESS,1,4.25
366,cre_Doc_Template_Mgt,hard,UNANSWERABLE,2,6.96
367,world_1,hard,UNANSWERABLE,2,7.98
368,network_1,hard,SUCCESS,1,2.77
369,world_1,hard,UNANSWERABLE,2,7.17
370,wta_1,hard,SUCCESS,1,8.33
371,network_1,hard,UNANSWERABLE,2,7.54
372,pets_1,hard,SUCCESS,2,13.33
373,course_teach,hard,SUCCESS,1,4.32
374,course_teach,hard,SUCCESS,2,7.78
375,tvshow,hard,SUCCESS,1,5.99
376,car_1,extra,SUCCESS,1,7.13
377,student_transcripts_tracking,extra,FAILED_RETRY_LIMIT,3,22.1
378,flight_2,extra,SUCCESS,1,4.75
379,battle_death,extra,SUCCESS,1,6.64
380,wta_1,extra,SUCCESS,3,27.27
381,dog_kennels,extra,UNANSWERABLE,2,15.12
382,flight_2,extra,SUCCESS,1,5.06
383,orchestra,extra,SUCCESS,1,5.69
384,car_1,extra,UNANSWERABLE,2,9.22
385,world_1,extra,UNANSWERABLE,2,9.75
386,pets_1,extra,UNANSWERABLE,2,7.2
387,pets_1,extra,SUCCESS,1,8.16
388,dog_kennels,extra,UNANSWERABLE,2,12.23
389,car_1,extra,SUCCESS,1,4.38
390,student_transcripts_tracking,extra,UNANSWERABLE,2,16.76
391,battle_death,extra,SUCCESS,1,5.76
392,flight_2,extra,SUCCESS,1,5.13
393,cre_Doc_Template_Mgt,extra,UNANSWERABLE,2,8.84
394,student_transcripts_tracking,extra,SUCCESS,3,23.43
395,dog_kennels,extra,SUCCESS,1,10.14
396,network_1,extra,SUCCESS,1,4.4
397,world_1,extra,SUCCESS,1,6.52
398,world_1,extra,UNANSWERABLE,2,5.94
399,network_1,extra,FAILED_RETRY_LIMIT,3,12.86
400,orchestra,extra,SUCCESS,1,6.07
401,student_transcripts_tracking,extra,UNANSWERABLE,2,12.53
402,cre_Doc_Template_Mgt,extra,UNANSWERABLE,2,9.47
403,network_1,extra,SUCCESS,1,4.57
404,student_transcripts_tracking,extra,SUCCESS,1,12.51
405,flight_2,extra,SUCCESS,1,5.03
406,world_1,extra,SUCCESS,1,7.3
407,voter_1,extra,SUCCESS,1,6.18
408,student_transcripts_tracking,extra,SUCCESS,1,12.36
409,flight_2,extra,FAILED_RETRY_LIMIT,3,9.12
410,student_transcripts_tracking,extra,SUCCESS,1,12.97
411,car_1,extra,SUCCESS,1,5.71
412,student_transcripts_tracking,extra,UNANSWERABLE,2,15.1
413,flight_2,extra,SUCCESS,1,4.76
414,dog_kennels,extra,SUCCESS,1,10.52
415,museum_visit,extra,SUCCESS,1,7.45
416,voter_1,extra,SUCCESS,1,6.55
417,student_transcripts_tracking,extra,FAILED_RETRY_LIMIT,3,21.3
418,dog_kennels,extra,SUCCESS,2,19.27
419,student_transcripts_tracking,extra,UNANSWERABLE,2,16.57
420,dog_kennels,extra,SUCCESS,1,9.89
421,car_1,extra,FAILED_RETRY_LIMIT,3,11.35
422,flight_2,extra,SUCCESS,1,5.09
423,flight_2,extra,UNANSWERABLE,2,5.1
424,student_transcripts_tracking,extra,SUCCESS,1,16.17
425,cre_Doc_Template_Mgt,extra,UNANSWERABLE,2,7.98
426,flight_2,extra,SUCCESS,1,2.96
427,wta_1,extra,UNANSWERABLE,2,10.64
428,employee_hire_evaluation,extra,SUCCESS,1,4.99
429,concert_singer,extra,UNANSWERABLE,2,8.01
430,network_1,extra,SUCCESS,1,4.34
431,flight_2,extra,SUCCESS,1,4.45
432,student_transcripts_tracking,extra,UNANSWERABLE,2,16.53
433,network_1,extra,SUCCESS,1,4.28
434,tvshow,extra,SUCCESS,2,13.06
435,employee_hire_evaluation,extra,FAILED_RETRY_LIMIT,3,15.27
436,concert_singer,extra,SUCCESS,1,4.6
437,cre_Doc_Template_Mgt,extra,SUCCESS,1,6.34
438,concert_singer,extra,SUCCESS,1,6.53
439,cre_Doc_Template_Mgt,extra,SUCCESS,1,4.53
440,singer,extra,SUCCESS,1,4.69
441,network_1,extra,SUCCESS,1,3.55
442,orchestra,extra,SUCCESS,1,6.08
443,flight_2,extra,UNANSWERABLE,2,6.94
444,world_1,extra,SUCCESS,1,8.06
445,flight_2,extra,SUCCESS,1,4.79
446,pets_1,extra,SUCCESS,1,4.75
447,flight_2,extra,UNANSWERABLE,2,6.47
448,student_transcripts_tracking,extra,SUCCESS,1,16.05
449,world_1,extra,SUCCESS,1,5.51
450,car_1,extra,FAILED_RETRY_LIMIT,3,23.84
451,world_1,extra,UNANSWERABLE,2,7.91
452,world_1,extra,SUCCESS,1,3.56
453,dog_kennels,extra,UNANSWERABLE,2,13.16
454,orchestra,extra,SUCCESS,1,6.08
455,car_1,extra,SUCCESS,1,4.56
456,car_1,extra,UNANSWERABLE,2,5.81
457,car_1,extra,FAILED_RETRY_LIMIT,3,15.93
458,cre_Doc_Template_Mgt,extra,SUCCESS,1,7.14
459,pets_1,extra,FAILED_RETRY_LIMIT,3,25.39
460,flight_2,extra,SUCCESS,1,8.8
461,singer,extra,SUCCESS,1,4.52
462,tvshow,extra,SUCCESS,1,6.11
463,dog_kennels,extra,SUCCESS,1,9.65
464,tvshow,extra,UNANSWERABLE,2,9.04
465,world_1,extra,UNANSWERABLE,2,10.72
466,student_transcripts_tracking,extra,FAILED_RETRY_LIMIT,3,23.56
467,dog_kennels,extra,SUCCESS,2,15.84
468,student_transcripts_tracking,extra,SUCCESS,2,26.95
469,dog_kennels,extra,UNANSWERABLE,2,12.39
470,student_transcripts_tracking,extra,UNANSWERABLE,2,13.17
471,voter_1,extra,SUCCESS,2,11.72
472,student_transcripts_tracking,extra,FAILED_RETRY_LIMIT,3,24.66
473,car_1,extra,FAILED_RETRY_LIMIT,3,15.42
474,orchestra,extra,UNANSWERABLE,2,8.79
475,concert_singer,extra,SUCCESS,1,6.65
476,car_1,extra,FAILED_RETRY_LIMIT,3,22.05
477,flight_2,extra,SUCCESS,1,3.35
478,world_1,extra,SUCCESS,1,9.02
479,student_transcripts_tracking,extra,FAILED_RETRY_LIMIT,3,19.91
480,dog_kennels,extra,SUCCESS,1,10.69
481,flight_2,extra,UNANSWERABLE,1,2.68
482,concert_singer,extra,SUCCESS,1,7.81
483,network_1,extra,SUCCESS,1,2.72
484,pets_1,extra,FAILED_RETRY_LIMIT,3,14.58
485,dog_kennels,extra,SUCCESS,1,8.56
486,car_1,extra,SUCCESS,1,5.46
487,dog_kennels,extra,UNANSWERABLE,2,11.34
488,car_1,extra,SUCCESS,1,6.14
489,pets_1,extra,SUCCESS,2,7.53
490,battle_death,extra,SUCCESS,1,5.47
491,car_1,extra,FAILED_RETRY_LIMIT,3,16.32
492,car_1,extra,SUCCESS,1,3.18
493,museum_visit,extra,SUCCESS,1,5.39
494,network_1,extra,SUCCESS,1,4.49
495,world_1,extra,SUCCESS,1,5.91
496,pets_1,extra,FAILED_RETRY_LIMIT,3,26.16
497,student_transcripts_tracking,extra,UNANSWERABLE,2,17.28
498,network_1,extra,UNANSWERABLE,2,5.61
499,world_1,extra,UNANSWERABLE,2,5.94
500,pets_1,extra,SUCCESS,1,6.19
